recorded_at,battery,pm_1,pm_25,pm_10,pn_03,pn_05,pn_1,pn_25,pn_5,pn_10
2026-05-22T12:11:14Z,70,13,22,37,1097,795,191,7,0,0
2026-05-22T12:13:14Z,70,13,24,25,1028,762,168,0,0,0
2026-05-22T12:15:14Z,70,15,25,25,1182,879,170,0,0,0
2026-05-22T12:17:14Z,70,15,23,25,1159,831,217,0,0,0
2026-05-22T12:19:14Z,70,14,20,23,1056,804,148,0,0,0
2026-05-22T12:21:14Z,70,14,22,23,1119,789,150,0,0,0
2026-05-22T12:23:14Z,70,14,22,25,1050,756,153,0,0,0
2026-05-22T12:25:14Z,70,14,18,22,924,736,146,0,0,0
2026-05-22T12:27:14Z,70,13,20,27,1055,745,153,0,0,0
2026-05-22T12:29:14Z,70,14,26,28,1096,889,188,8,0,0
2026-05-22T12:31:14Z,70,14,20,21,1031,781,127,0,0,0
2026-05-22T12:33:14Z,70,15,24,25,1068,813,167,2,0,0
2026-05-22T12:35:14Z,70,17,21,33,1122,865,144,0,0,0
2026-05-22T12:37:14Z,70,15,27,28,1111,805,192,5,0,0
2026-05-22T12:39:14Z,70,14,20,25,1060,769,139,0,0,0
2026-05-22T12:41:14Z,70,15,25,27,1089,837,221,2,0,0
2026-05-22T12:43:14Z,70,13,25,27,1018,792,202,2,0,0
2026-05-22T12:45:14Z,70,16,26,29,1088,873,213,0,0,0
2026-05-22T12:47:14Z,70,16,24,27,1166,867,147,0,0,0
2026-05-22T12:49:14Z,70,16,23,27,1207,920,144,0,0,0
2026-05-22T12:51:14Z,70,19,31,39,1343,1039,219,18,0,0
2026-05-22T12:53:14Z,69,20,32,34,1492,1144,228,0,0,0
2026-05-22T12:55:14Z,70,19,37,41,1558,1197,274,3,0,0
2026-05-22T12:57:14Z,69,16,24,27,1301,896,172,0,0,0
2026-05-22T12:59:14Z,69,19,26,28,1294,957,155,0,0,0
2026-05-22T13:01:14Z,69,15,26,34,1197,931,219,0,0,0
2026-05-22T13:03:14Z,69,14,23,28,1079,840,175,0,0,0
2026-05-22T13:05:14Z,69,15,23,24,1040,841,178,0,0,0
2026-05-22T13:07:14Z,69,13,22,24,1031,779,159,0,0,0
2026-05-22T13:09:14Z,69,16,23,25,1117,856,183,0,0,0
2026-05-22T13:11:14Z,69,13,27,28,1135,830,186,0,0,0
2026-05-22T13:13:14Z,69,15,21,22,1120,851,151,0,0,0
2026-05-22T13:15:14Z,69,16,27,32,1382,1044,195,0,0,0
2026-05-22T13:17:14Z,69,16,27,28,1218,942,251,0,0,0
2026-05-22T13:19:14Z,69,15,26,27,1241,897,191,4,0,0
2026-05-22T13:21:14Z,69,17,28,30,1262,977,193,0,0,0
2026-05-22T13:23:14Z,69,20,26,30,1413,1028,210,0,0,0
2026-05-22T13:25:14Z,69,17,26,30,1259,954,181,0,0,0
2026-05-22T13:27:14Z,69,21,32,33,1514,1164,255,0,0,0
2026-05-22T13:29:14Z,69,18,25,28,1308,974,221,0,0,0
2026-05-22T13:31:14Z,69,21,32,34,1592,1154,214,2,0,0
2026-05-22T13:33:14Z,69,21,35,37,1474,1158,256,3,0,0
2026-05-22T13:35:14Z,69,18,28,30,1366,1077,165,0,0,0
2026-05-22T13:37:14Z,69,16,26,28,1374,987,171,0,0,0
2026-05-22T13:39:14Z,69,22,31,34,1572,1182,235,0,0,0
2026-05-22T13:41:14Z,69,17,31,33,1329,1055,218,0,0,0
2026-05-22T13:43:14Z,69,21,34,36,1494,1134,235,1,0,0
2026-05-22T13:45:14Z,69,17,25,26,1331,990,167,0,0,0
2026-05-22T13:47:14Z,69,18,29,31,1382,1047,257,0,0,0
2026-05-22T13:49:14Z,68,18,29,30,1425,1021,208,0,0,0
2026-05-22T13:51:14Z,69,16,25,27,1261,946,172,0,0,0
2026-05-22T13:53:14Z,69,18,33,42,1450,1133,277,10,0,0
2026-05-22T13:55:14Z,68,19,29,34,1470,1110,227,0,0,0
2026-05-22T13:57:14Z,68,23,36,39,1580,1299,285,0,0,0
2026-05-22T13:59:14Z,68,22,32,45,1525,1202,264,12,0,0
2026-05-22T14:01:14Z,68,19,31,31,1466,1133,253,0,0,0
2026-05-22T14:03:14Z,68,19,32,33,1479,1166,242,0,0,0
2026-05-22T14:05:14Z,68,21,29,32,1522,1141,224,0,0,0
2026-05-22T14:07:14Z,68,21,31,33,1399,1175,200,0,0,0
2026-05-22T14:09:14Z,68,20,30,31,1517,1136,203,0,0,0
2026-05-22T14:11:14Z,68,19,31,32,1399,1065,237,0,0,0
2026-05-22T14:13:14Z,68,20,29,32,1510,1096,242,0,0,0
2026-05-22T14:15:14Z,68,18,25,26,1305,992,157,0,0,0
2026-05-22T14:17:14Z,68,20,31,34,1437,1114,197,1,0,0
2026-05-22T14:19:14Z,68,22,37,38,1608,1279,307,0,0,0
2026-05-22T14:21:14Z,68,19,28,28,1441,1076,208,0,0,0
2026-05-22T14:23:14Z,68,18,28,28,1412,1053,215,0,0,0
2026-05-22T14:25:14Z,68,21,30,31,1468,1133,191,0,0,0
2026-05-22T14:27:14Z,68,20,30,33,1486,1155,209,0,0,0
2026-05-22T14:29:14Z,68,20,32,35,1497,1154,233,1,0,0
2026-05-22T14:31:14Z,68,17,32,34,1508,1097,230,1,0,0
2026-05-22T14:33:14Z,68,21,30,32,1623,1199,201,0,0,0
2026-05-22T14:35:14Z,68,18,27,28,1475,1087,192,0,0,0
2026-05-22T14:37:14Z,67,24,32,34,1697,1305,194,0,0,0
2026-05-22T14:39:14Z,67,22,31,35,1545,1169,283,0,0,0
2026-05-22T14:41:14Z,67,18,30,32,1547,1155,235,0,0,0
2026-05-22T14:43:14Z,67,21,30,32,1516,1148,205,0,0,0
2026-05-22T14:45:14Z,67,19,28,29,1412,1069,206,0,0,0
2026-05-22T14:47:14Z,67,16,25,27,1250,885,195,0,0,0
2026-05-22T14:49:14Z,67,18,25,26,1337,1000,162,0,0,0
2026-05-22T14:51:14Z,67,13,21,28,1136,863,151,0,0,0
2026-05-22T14:53:14Z,67,16,22,24,1139,904,182,0,0,0
2026-05-22T14:55:14Z,67,18,27,31,1351,1018,190,0,0,0
2026-05-22T14:57:14Z,67,20,26,27,1309,1060,144,0,0,0
2026-05-22T14:59:14Z,67,18,27,31,1306,1023,214,0,0,0
2026-05-22T15:01:14Z,67,21,28,31,1467,1085,205,0,0,0
2026-05-22T15:03:14Z,67,13,22,27,1154,865,200,0,0,0
2026-05-22T15:05:14Z,67,13,23,26,1118,824,194,0,0,0
2026-05-22T15:07:14Z,67,13,22,25,1095,861,198,0,0,0
2026-05-22T15:09:14Z,67,13,21,22,1048,819,145,0,0,0
2026-05-22T15:11:14Z,67,10,18,19,882,665,132,0,0,0
2026-05-22T15:13:14Z,67,15,21,23,1176,865,137,0,0,0
2026-05-22T15:15:14Z,67,14,24,25,1180,877,150,0,0,0
2026-05-22T15:17:14Z,67,11,18,19,929,660,155,0,0,0
2026-05-22T15:19:14Z,66,12,21,24,1031,793,154,0,0,0
2026-05-22T15:21:14Z,66,11,22,22,1017,754,192,0,0,0
2026-05-22T15:23:14Z,67,13,18,19,949,740,167,0,0,0
2026-05-22T15:25:14Z,66,11,18,21,974,698,123,0,0,0
2026-05-22T15:27:14Z,66,11,16,21,872,671,135,0,0,0
2026-05-22T15:29:14Z,66,10,19,27,943,696,146,4,0,0
2026-05-22T15:31:14Z,66,12,18,20,943,746,107,0,0,0
2026-05-22T15:33:14Z,66,11,18,26,955,679,122,0,0,0
2026-05-22T15:35:14Z,66,12,21,22,991,733,131,0,0,0
2026-05-22T15:37:14Z,66,11,15,17,912,640,121,0,0,0
2026-05-22T15:39:14Z,66,12,17,19,891,679,108,0,0,0
2026-05-22T15:41:14Z,66,11,18,21,1027,699,107,0,0,0
2026-05-22T15:43:14Z,66,11,16,21,906,656,127,0,0,0
2026-05-22T15:45:14Z,66,15,25,28,1183,930,183,4,0,0
2026-05-22T15:47:14Z,66,14,22,23,1033,836,183,0,0,0
2026-05-22T15:49:14Z,66,9,15,18,785,578,101,0,0,0
2026-05-22T15:51:14Z,66,12,22,25,913,705,196,1,0,0
2026-05-22T15:53:14Z,66,11,16,17,897,633,100,0,0,0
2026-05-22T15:55:14Z,66,8,15,16,876,596,117,0,0,0
2026-05-22T15:57:14Z,66,9,15,18,764,584,136,0,0,0
2026-05-22T15:59:14Z,66,8,13,13,780,544,89,0,0,0
2026-05-22T16:01:14Z,65,11,18,19,887,675,140,0,0,0
2026-05-22T16:03:14Z,65,8,12,12,892,574,80,0,0,0
2026-05-22T16:05:14Z,65,9,15,16,766,549,127,0,0,0
2026-05-22T16:07:14Z,66,13,23,31,1084,849,179,0,0,0
2026-05-22T16:09:14Z,65,9,18,18,882,610,154,0,0,0
2026-05-22T16:11:14Z,65,11,17,19,969,734,147,0,0,0
2026-05-22T16:13:14Z,65,12,16,17,870,608,112,0,0,0
2026-05-22T16:15:14Z,65,11,18,20,883,701,129,0,0,0
2026-05-22T16:17:14Z,65,11,19,21,969,696,160,0,0,0
2026-05-22T16:19:14Z,65,11,16,18,916,650,135,0,0,0
2026-05-22T16:21:14Z,65,13,22,22,971,739,155,0,0,0
2026-05-22T16:23:14Z,65,11,19,19,904,666,129,0,0,0
2026-05-22T16:25:14Z,65,11,17,23,953,654,104,0,0,0
2026-05-22T16:27:14Z,65,11,18,18,972,660,126,0,0,0
2026-05-22T16:29:14Z,65,12,16,19,896,658,128,0,0,0
2026-05-22T16:31:14Z,64,11,15,18,882,619,128,0,0,0
2026-05-22T16:33:14Z,65,13,19,19,1034,755,127,0,0,0
2026-05-22T16:35:14Z,64,12,21,29,1052,829,171,0,0,0
2026-05-22T16:37:14Z,64,14,22,23,1184,811,176,0,0,0
2026-05-22T16:39:14Z,64,16,25,25,1151,954,177,0,0,0
2026-05-22T16:41:14Z,64,14,30,32,1275,994,234,10,0,0
2026-05-22T16:43:14Z,64,13,22,27,1129,836,180,1,0,0
2026-05-22T16:45:14Z,64,15,24,31,1164,868,204,0,0,0
2026-05-22T16:47:14Z,64,15,28,30,1161,896,235,0,0,0
2026-05-22T16:49:14Z,64,13,22,22,1131,813,170,1,0,0
2026-05-22T16:51:14Z,64,14,21,23,1099,839,183,0,0,0
2026-05-22T16:53:14Z,64,15,21,22,1126,827,137,0,0,0
2026-05-22T16:55:14Z,64,13,22,29,1077,837,164,0,0,0
2026-05-22T16:57:14Z,64,16,26,27,1220,927,226,0,0,0
2026-05-22T16:59:14Z,64,13,20,23,1110,800,162,0,0,0
2026-05-22T17:01:14Z,64,13,24,27,1100,832,178,10,0,0
2026-05-22T17:03:14Z,64,15,26,33,1113,856,224,0,0,0
2026-05-22T17:05:14Z,64,15,24,26,1217,929,157,0,0,0
2026-05-22T17:07:14Z,64,15,22,29,1178,954,156,2,0,0
2026-05-22T17:09:14Z,64,16,27,29,1214,989,226,0,0,0
2026-05-22T17:11:14Z,64,14,24,25,1103,834,229,2,0,0
2026-05-22T17:13:14Z,64,14,24,30,1211,898,177,0,0,0
2026-05-22T17:15:14Z,64,18,28,35,1330,1020,226,3,0,0
2026-05-22T17:17:14Z,64,17,24,29,1198,987,158,0,0,0
2026-05-22T17:19:14Z,64,15,29,29,1229,975,187,0,0,0
2026-05-22T17:21:14Z,64,17,27,27,1285,1013,200,0,0,0
2026-05-22T17:23:14Z,64,17,25,26,1210,957,199,0,0,0
2026-05-22T17:25:14Z,64,18,29,38,1241,959,234,7,0,0
2026-05-22T17:27:14Z,64,18,28,30,1384,1064,230,0,0,0
2026-05-22T17:29:14Z,63,19,28,28,1475,1103,220,2,0,0
2026-05-22T17:31:14Z,64,16,27,27,1260,907,187,0,0,0
2026-05-22T17:33:14Z,63,18,33,41,1432,1119,285,3,0,0
2026-05-22T17:35:14Z,64,17,29,29,1393,1017,238,0,0,0
2026-05-22T17:37:14Z,63,18,28,39,1423,1063,210,4,0,0
2026-05-22T17:39:14Z,63,19,31,35,1363,1083,259,1,0,0
2026-05-22T17:41:14Z,63,20,32,34,1549,1165,247,0,0,0
2026-05-22T17:43:14Z,63,17,27,29,1247,971,188,0,0,0
2026-05-22T17:45:14Z,63,20,30,38,1393,1108,253,8,0,0
2026-05-22T17:47:14Z,63,19,31,32,1501,1138,241,0,0,0
2026-05-22T17:49:14Z,63,17,30,31,1402,1057,225,0,0,0
2026-05-22T17:51:14Z,63,19,30,33,1403,1078,251,0,0,0
2026-05-22T17:53:14Z,63,20,32,33,1415,1080,244,1,0,0
2026-05-22T17:55:14Z,63,19,31,32,1430,1068,241,0,0,0
2026-05-22T17:57:14Z,63,17,27,40,1290,988,229,5,0,0
2026-05-22T17:59:14Z,63,17,27,28,1330,1012,205,0,0,0
2026-05-22T18:01:14Z,63,17,32,34,1340,1000,259,3,0,0
2026-05-22T18:03:14Z,63,18,29,29,1333,1002,206,0,0,0
2026-05-22T18:05:14Z,63,17,29,33,1253,953,215,4,0,0
2026-05-22T18:07:14Z,63,15,22,29,1180,874,169,2,0,0
2026-05-22T18:09:14Z,63,17,28,29,1298,1023,220,0,0,0
2026-05-22T18:11:14Z,63,17,27,29,1226,957,234,0,0,0
2026-05-22T18:13:14Z,63,15,26,28,1189,917,238,0,0,0
2026-05-22T18:15:14Z,63,19,32,41,1388,1065,237,12,0,0
2026-05-22T18:17:14Z,63,16,33,42,1397,1042,278,3,0,0
2026-05-22T18:19:14Z,63,18,29,29,1330,1014,255,0,0,0
2026-05-22T18:21:14Z,63,15,28,31,1180,866,230,3,0,0
2026-05-22T18:23:14Z,63,17,31,33,1402,1054,239,0,0,0
2026-05-22T18:25:14Z,63,15,26,28,1233,954,209,0,0,0
2026-05-22T18:27:14Z,63,17,30,31,1268,984,258,0,0,0
2026-05-22T18:29:14Z,62,19,29,30,1414,1107,204,0,0,0
2026-05-22T18:31:14Z,63,20,30,30,1316,1016,264,0,0,0
2026-05-22T18:33:14Z,63,18,30,31,1385,1083,265,0,0,0
2026-05-22T18:35:14Z,62,14,23,26,1056,835,176,0,0,0
2026-05-22T18:37:14Z,63,16,27,28,1180,860,214,1,0,0
2026-05-22T18:39:14Z,62,15,26,28,1187,900,195,0,0,0
2026-05-22T18:41:14Z,62,15,23,24,1134,844,186,0,0,0
2026-05-22T18:43:14Z,62,18,29,31,1280,989,224,4,0,0
2026-05-22T18:45:14Z,62,17,29,33,1325,1071,213,9,0,0
2026-05-22T18:47:14Z,62,15,28,28,1283,947,218,0,0,0
2026-05-22T18:49:14Z,62,16,24,25,1268,947,181,0,0,0
2026-05-22T18:51:14Z,62,13,24,26,1190,858,201,0,0,0
2026-05-22T18:53:14Z,62,15,24,26,1169,864,173,0,0,0
2026-05-22T18:55:14Z,62,19,30,32,1432,1133,218,0,0,0
2026-05-22T18:57:14Z,62,17,25,27,1312,970,182,2,0,0
2026-05-22T18:59:14Z,62,15,23,34,1227,931,196,0,0,0
2026-05-22T19:01:14Z,62,16,27,28,1168,855,223,0,0,0
2026-05-22T19:03:14Z,62,16,25,27,1331,974,180,0,0,0
2026-05-22T19:05:14Z,62,18,29,31,1388,1053,192,3,0,0
2026-05-22T19:07:14Z,62,16,28,30,1275,985,246,0,0,0
2026-05-22T19:09:14Z,62,20,28,36,1345,1075,247,0,0,0
2026-05-22T19:11:14Z,62,17,27,30,1289,1026,236,0,0,0
2026-05-22T19:13:14Z,62,18,28,29,1267,1007,184,1,0,0
2026-05-22T19:15:14Z,62,16,27,31,1265,939,201,3,0,0
2026-05-22T19:17:14Z,62,17,26,27,1229,993,194,0,0,0
2026-05-22T19:19:14Z,62,19,33,33,1369,1115,223,0,0,0
2026-05-22T19:21:14Z,62,15,25,26,1148,855,200,0,0,0
2026-05-22T19:23:14Z,62,16,29,38,1336,1011,255,2,0,0
2026-05-22T19:25:14Z,62,15,24,39,1181,918,188,13,0,0
2026-05-22T19:27:14Z,62,15,28,31,1252,957,227,0,0,0
2026-05-22T19:29:14Z,61,21,28,30,1592,1137,156,0,0,0
2026-05-22T19:31:14Z,61,17,25,27,1346,1037,184,0,0,0
2026-05-22T19:33:14Z,62,15,24,33,1213,917,177,6,0,0
2026-05-22T19:35:14Z,61,14,24,27,1169,911,164,2,0,0
2026-05-22T19:37:14Z,61,16,26,28,1284,957,191,0,0,0
2026-05-22T19:39:14Z,61,14,26,28,1149,884,207,0,0,0
2026-05-22T19:41:14Z,61,16,25,26,1198,939,187,0,0,0
2026-05-22T19:43:14Z,61,15,22,33,1144,884,215,0,0,0
2026-05-22T19:45:14Z,61,12,18,19,1018,711,142,0,0,0
2026-05-22T19:47:14Z,61,13,20,22,1076,776,163,0,0,0
2026-05-22T19:49:14Z,61,15,25,26,1111,844,219,0,0,0
2026-05-22T19:51:14Z,61,14,24,26,1181,840,195,0,0,0
2026-05-22T19:53:14Z,61,14,25,25,1212,810,213,0,0,0
2026-05-22T19:55:14Z,61,12,19,20,986,685,149,0,0,0
2026-05-22T19:57:14Z,61,12,16,17,873,652,122,0,0,0
2026-05-22T19:59:14Z,61,16,29,31,1291,974,230,0,0,0
2026-05-22T20:01:14Z,61,11,20,22,946,738,162,0,0,0
2026-05-22T20:03:14Z,61,13,21,25,1059,806,132,4,0,0
2026-05-22T20:05:14Z,61,12,18,23,974,704,176,0,0,0
2026-05-22T20:07:14Z,61,13,16,19,930,680,119,0,0,0
2026-05-22T20:09:14Z,61,13,23,24,1042,800,146,0,0,0
2026-05-22T20:11:14Z,61,12,18,19,1002,683,144,0,0,0
2026-05-22T20:13:14Z,61,13,21,23,1066,753,127,0,0,0
2026-05-22T20:15:14Z,61,12,18,19,1007,703,114,0,0,0
2026-05-22T20:17:14Z,61,11,20,21,968,702,137,0,0,0
2026-05-22T20:19:14Z,61,12,19,22,1013,728,140,0,0,0
2026-05-22T20:21:14Z,61,10,14,19,825,599,104,0,0,0
2026-05-22T20:23:14Z,61,10,20,20,876,669,136,0,0,0
2026-05-22T20:25:14Z,61,9,17,18,853,639,112,0,0,0
2026-05-22T20:27:14Z,61,12,17,19,935,676,111,0,0,0
2026-05-22T20:29:14Z,61,13,17,18,1015,728,118,0,0,0
2026-05-22T20:31:14Z,61,11,16,18,890,722,118,0,0,0
2026-05-22T20:33:14Z,61,13,17,18,964,712,113,0,0,0
2026-05-22T20:35:14Z,61,9,16,17,804,606,103,0,0,0
2026-05-22T20:37:14Z,61,9,14,17,782,561,125,0,0,0
2026-05-22T20:39:14Z,61,10,14,15,834,623,94,0,0,0
2026-05-22T20:41:14Z,61,8,13,16,828,584,97,0,0,0
2026-05-22T20:43:14Z,61,9,11,13,795,536,66,0,0,0
2026-05-22T20:45:14Z,61,11,15,16,846,619,99,0,0,0
2026-05-22T20:47:14Z,61,8,12,14,770,506,79,0,0,0
2026-05-22T20:49:14Z,61,10,15,19,927,644,89,0,0,0
2026-05-22T20:51:14Z,61,10,17,18,862,595,100,0,0,0
2026-05-22T20:53:14Z,61,10,15,15,863,620,107,0,0,0
2026-05-22T20:55:14Z,60,7,15,15,732,523,117,0,0,0
2026-05-22T20:57:14Z,61,9,16,17,866,610,119,0,0,0
2026-05-22T20:59:14Z,60,8,14,14,750,539,84,0,0,0
2026-05-22T21:01:14Z,61,9,13,16,854,545,96,0,0,0
2026-05-22T21:03:14Z,60,8,13,13,705,500,57,0,0,0
2026-05-22T21:05:14Z,60,7,13,16,716,512,112,0,0,0
2026-05-22T21:07:14Z,60,10,12,13,760,578,79,0,0,0
2026-05-22T21:09:14Z,60,9,15,16,880,588,139,0,0,0
2026-05-22T21:11:14Z,60,8,17,19,733,571,94,0,0,0
2026-05-22T21:13:14Z,60,11,18,19,836,640,119,1,0,0
2026-05-22T21:15:14Z,60,9,20,22,839,618,161,0,0,0
2026-05-22T21:17:14Z,60,7,12,20,633,528,72,0,0,0
2026-05-22T21:19:14Z,60,7,12,14,685,486,80,0,0,0
2026-05-22T21:21:14Z,60,7,13,15,799,526,110,0,0,0
2026-05-22T21:23:14Z,60,7,14,17,743,503,104,0,0,0
2026-05-22T21:25:14Z,60,7,9,11,592,413,79,0,0,0
2026-05-22T21:27:14Z,60,7,12,13,763,504,90,0,0,0
2026-05-22T21:29:14Z,60,6,11,13,602,406,78,0,0,0
2026-05-22T21:31:14Z,60,6,13,13,659,499,84,0,0,0
2026-05-22T21:33:14Z,60,11,15,19,936,682,84,0,0,0
2026-05-22T21:35:14Z,60,15,21,23,1132,860,114,0,0,0
2026-05-22T21:37:14Z,60,7,12,14,644,428,68,0,0,0
2026-05-22T21:39:14Z,60,7,13,15,785,515,99,0,0,0
2026-05-22T21:41:14Z,60,6,12,14,702,450,96,0,0,0
2026-05-22T21:43:14Z,60,6,12,13,699,461,92,0,0,0
2026-05-22T21:45:14Z,60,10,16,16,911,588,120,0,0,0
2026-05-22T21:47:14Z,60,5,11,14,556,394,78,3,0,0
2026-05-22T21:49:14Z,60,7,13,15,747,476,91,0,0,0
2026-05-22T21:51:14Z,60,6,10,11,657,452,67,0,0,0
2026-05-22T21:53:14Z,60,6,10,11,649,427,64,0,0,0
2026-05-22T21:55:14Z,60,5,11,13,654,418,63,0,0,0
2026-05-22T21:57:14Z,60,6,16,17,653,490,116,0,0,0
2026-05-22T21:59:14Z,60,5,11,13,732,455,56,0,0,0
2026-05-22T22:01:14Z,60,7,10,15,661,462,80,0,0,0
2026-05-22T22:03:14Z,60,5,10,13,625,425,82,0,0,0
2026-05-22T22:05:14Z,60,5,9,12,495,339,62,0,0,0
2026-05-22T22:07:14Z,59,6,8,19,704,477,64,0,0,0
2026-05-22T22:09:14Z,60,5,9,10,589,410,78,0,0,0
2026-05-22T22:11:14Z,59,4,11,13,642,404,91,0,0,0
2026-05-22T22:13:14Z,59,5,11,16,608,445,82,0,0,0
2026-05-22T22:15:14Z,59,5,10,12,541,370,76,0,0,0
2026-05-22T22:17:14Z,60,4,10,12,568,344,101,0,0,0
2026-05-22T22:19:14Z,59,3,9,10,456,318,74,0,0,0
2026-05-22T22:21:14Z,59,4,9,12,570,373,56,0,0,0
2026-05-22T22:23:14Z,59,4,10,12,543,366,75,0,0,0
2026-05-22T22:25:14Z,59,4,7,11,499,357,59,0,0,0
2026-05-22T22:27:14Z,59,3,8,9,559,379,62,0,0,0
2026-05-22T22:29:14Z,59,6,11,13,585,467,76,0,0,0
2026-05-22T22:31:14Z,59,3,8,10,424,307,76,0,0,0
2026-05-22T22:33:14Z,59,3,6,7,572,314,58,0,0,0
2026-05-22T22:35:14Z,59,5,9,11,640,407,49,0,0,0
2026-05-22T22:37:14Z,59,4,12,14,562,402,77,0,0,0
2026-05-22T22:39:14Z,59,1,7,8,465,284,51,0,0,0
2026-05-22T22:41:14Z,59,2,10,14,481,319,80,6,0,0
2026-05-22T22:43:14Z,59,3,7,10,543,389,49,0,0,0
2026-05-22T22:45:14Z,59,2,6,8,478,303,22,0,0,0
2026-05-22T22:47:14Z,59,4,9,11,491,343,59,0,0,0
2026-05-22T22:49:14Z,59,4,7,11,555,343,63,0,0,0
2026-05-22T22:51:14Z,59,0,7,8,428,257,58,0,0,0
2026-05-22T22:53:14Z,59,2,4,6,437,273,47,0,0,0
2026-05-22T22:55:14Z,59,3,6,9,384,282,40,0,0,0
2026-05-22T22:57:14Z,59,5,9,13,550,386,66,0,0,0
2026-05-22T22:59:14Z,59,4,9,13,520,379,65,0,0,0
2026-05-22T23:01:14Z,59,0,9,10,452,281,69,6,0,0
2026-05-22T23:03:14Z,59,0,7,9,435,270,62,0,0,0
2026-05-22T23:05:14Z,59,3,6,11,525,354,39,0,0,0
2026-05-22T23:07:14Z,58,3,9,9,517,312,44,0,0,0
2026-05-22T23:09:14Z,59,6,13,20,739,517,85,0,0,0
2026-05-22T23:11:14Z,58,4,10,13,536,361,70,0,0,0
2026-05-22T23:13:14Z,59,5,10,13,633,418,64,0,0,0
2026-05-22T23:15:14Z,59,4,5,6,519,322,42,0,0,0
2026-05-22T23:17:14Z,59,3,8,18,480,346,70,0,0,0
2026-05-22T23:19:14Z,58,4,10,11,603,381,85,0,0,0
2026-05-22T23:21:14Z,58,1,9,10,488,301,75,0,0,0
2026-05-22T23:23:14Z,58,3,11,12,616,367,62,0,0,0
2026-05-22T23:25:14Z,58,5,13,15,562,386,70,4,0,0
2026-05-22T23:27:14Z,58,4,9,11,533,356,51,0,0,0
2026-05-22T23:29:14Z,58,3,7,8,445,303,59,0,0,0
2026-05-22T23:31:14Z,58,5,11,12,582,409,85,0,0,0
2026-05-22T23:33:14Z,58,2,10,13,493,323,82,0,0,0
2026-05-22T23:35:14Z,58,1,6,8,445,285,51,0,0,0
2026-05-22T23:37:14Z,58,5,10,15,611,387,77,3,0,0
2026-05-22T23:39:14Z,58,3,7,9,473,284,38,0,0,0
2026-05-22T23:41:14Z,58,2,8,12,472,271,73,0,0,0
2026-05-22T23:43:14Z,58,3,10,12,551,374,79,0,0,0
2026-05-22T23:45:14Z,58,3,7,9,472,299,37,0,0,0
2026-05-22T23:47:14Z,58,7,13,15,833,484,57,0,0,0
2026-05-22T23:49:14Z,58,6,13,17,634,450,98,0,0,0
2026-05-22T23:51:14Z,58,3,9,13,546,354,61,0,0,0
2026-05-22T23:53:14Z,58,3,6,9,507,295,68,0,0,0
2026-05-22T23:55:14Z,58,1,5,14,393,281,56,0,0,0
2026-05-22T23:57:14Z,58,2,7,12,444,294,64,0,0,0
2026-05-22T23:59:14Z,58,2,8,13,409,309,76,0,0,0
